X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.163646751339286,39.914670959496405,1022,126510023,7910,3385,MASTERY CHARTER-THOMAS CAMPUS,Mastery Charter School at Thomas Campus,927 JOHNSTON ST,19148,267-236-0036,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.160955529734878,39.961151996373331,1023,126513230,7582,3321,"MATH, CIVICS AND SCIENCES","Math, Civics and Sciences Charter School",447 N BROAD ST,19123,215-923-4880,,ELEMENTARYMIDDLEHIGH,'01-12',,,CHARTER
-75.005658000106095,40.113832000405324,1024,126513150,7574,3328,"MATH, SCIENCE AND TECHNOLOGY","Mathematics, Science, and Technology Community Charter School (MaST)",1800 E BYBERRY RD,19116,267-348-1100,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.112883237872651,39.986168188183299,1025,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,2950 MEMPHIS ST,19134,215-291-4709,,MIDDLE,'05-08',,,CHARTER
-75.150354857660162,40.011424416939256,1026,126513000,7546,3312,MULTI-CULTURAL ACADEMY,Multicultural Academy Charter School,3821 N BROAD ST,19140,215-227-0513,,HIGH,'09-12',,,CHARTER
-75.02418699941731,40.035070000323664,1027,126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,New Foundations Charter School,8001 TORRESDALE AVE,19136,215-624-8100,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.071167999465075,40.055681000124522,1028,,,3850,NORTHEAST HIGH SCHOOL EOP,Northeast High School EOP,1601 COTTMAN AVE,19111,215-400-3200,,HIGH,'10-12',,,DISTRICT
-75.094726776945464,40.020359992595949,1029,126510019,7856,3386,NORTHWOOD CHARTER SCHOOL,Northwood Academy Charter School,4621 CASTOR AVE,19124,215-289-5606,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.144364456802322,39.958284609048903,1030,,,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410,,HIGH,'09-12',,,CONTRACTED
-75.156471255203613,40.055949045327644,1031,,,3540,OMBUDSMAN ACCELERATED NORTHWST,Ombudsman Northwest,2111 EASTBURN AVE,19138,215-924-8950,,HIGH,'09-12',,,CONTRACTED
-75.229084929700235,39.922515909878058,1032,,,3810,ONE BRIGHT RAY-ELMWOOD CAMPUS,One Bright Ray - Elmwood Campus,6404 ELMWOOD AVE,19142,215-488-1177,,HIGH,'09-12',,,CONTRACTED
-75.138038729882098,39.994180290753427,1033,,,8190,ONE BRIGHT RAY-FAIRHILL CAMPUS,One Bright Ray - Fairhill Campus,2820 N 4TH ST,19133,215-423-1776,,HIGH,'09-12',,,CONTRACTED
-75.105600960249959,40.00528000042938,1034,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,One Bright Ray - Simpson Campus,1142 E ERIE AVE,19124,215-744-6000,,HIGH,'09-12',,,CONTRACTED
-75.136148829676387,39.994280609715787,1035,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,Pan American Academy Charter School,2830 N AMERICAN ST,19133,215-425-1212,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.019688999879634,40.032021000138975,1036,,,8540,PENNYPACK HOUSE SCHOOL,Pennypack House School,7901 STATE RD,19136,215-685-7752,,HIGH,'09-12',,,DISTRICT
